2302	""	Our craftsmen have once again succeeded in transforming effort into joy. ;Made with a cotton blended structure, stabilised with a low 15% polyester frame, to create the ultimate summer blanket.;The Toscana Blanket is a relaxed yet luxury addition to any bedroom or living space.	Canningvale's Toscana blanket is our new take on the waffle blanket classic. Crafted from a finely balanced blend of yarns to create long lasting durable softness year round, it will be the perfect addition to your blanket collection this year.	Canningvale's Toscana blanket is our new take on the waffle blanket classic. Crafted from a finely balanced blend of yarns to create long lasting durable softness year round, it will be the perfect addition to your blanket collection this year.	1 x Toscana Waffle Blanket - Carrara White	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Toscana	Toscana		""	""	t	""	""	""	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.64552	1903	
2301	""	Canningvale's Blood Orange & Grapefruit Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. ;Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax.;Approximate burn time: 65 hrs.	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	1 x  Blood Orange & Grapefruit Scented Soy Wax Candle	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Scented Soy Candle	Canningvale Wax Candle		""	""	t	""	""	""	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.653521	1903	
2303	""	Canningvale's Lily & Rose Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours.;Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax.;Approximate burn time: 65 hrs.	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	1 x Lily & Rose Scented Soy Wax Candle	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Scented Soy Candle	Canningvale Wax Candle		""	""	t	""	""	""	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.67152	1903	
2304	""	Canningvale's Lily & Rose Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours.;Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax.;Approximate burn time: 65 hrs.	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	"Be surprised and delighted by the tropical aroma created by the combination of finger lime and coconut. Canningvale''s Finger Lime and Coconut Scented Soy Wax Candle offers a fragrance that is most pleasing and vibrant, and with the slow release of the aroma due to slow burning soy wax, you’ll be relaxing for hours. In fact this large candle, with 3-wicks, will burn for 65+ hours.
Made from American Soy Wax, these beautifully scented candles are set in sophisticated creamy white glass jars and housed in a luxury white gift box, making them a perfect gift for your special someone. Soy wax is a cleaner, eco-friendly alternative to regular paraffin candle wax. Made from soybeans, a renewable resource, soy wax candles burn longer, cooler and emit much less smoke than those made from paraffin wax."	1 x White Tea & Lychee Scented Soy Wax Candle	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Scented Soy Candle	Canningvale Wax Candle		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.684521	1903	
2323	""	100% Egyptian Cotton. 650gsm;Size: 69cm x 137cm;Canningvale's Egyptian Royale Cotton Bath Towel is back, and better than ever before. Expertly crafted with extra long staple Egyptian cotton by our Egyptian artisans in Egypt, this bath towel is something that needs to be experienced.	Canningvale's Egyptian Royale Cotton Bath Towel is back, and better than ever before. Expertly crafted with extra long staple Egyptian cotton by our Egyptian artisans in Egypt, this bath towel is something that needs to be experienced. 	Canningvale's Egyptian Royale Cotton Bath Towel is back, and better than ever before. Expertly crafted with extra long staple Egyptian cotton by our Egyptian artisans in Egypt, this bath towel is something that needs to be experienced. 	1 x Egyptian Royale Bath towel - Carrara White	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Egyptian Royale	Egyptian Royale		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:54.529521	1903	
2305	""	100% Cotton;Set Contains: 2 x Bath Towels 76cm x 137cm, 2 x Hand Towel 40cm x 70cm, 2 x Face Washer 30cm x 30cm;Canningvale’s new Monaco Zero Twist Yarn Dyed Stitch 6 Piece Towel Set is a classic compilation of two bath towels, two hand towels, two face washers. Designed especially for those starting out, whether it be moving out of home, designing your first home, or for a young family, this 6 piece pack is the perfect option. 	"Canningvale’s new Monaco Zero Twist Yarn Dyed Stitch 6 Piece Towel Set is a classic compilation of two bath towels, two hand towels, two face washers. Designed especially for those starting out, whether it be moving out of home, designing your first home, or for a young family, this 6 piece pack is the perfect option. 
Not only does this pack offer an ideal product combination, it also affords a sophisticated and modern colour palette. Available in 3 yarn dyed stitch colours, including Black and White, Navy and White and Grey and White, the only styling choice you have to make is the subtle yarn stitch colour. Make a statement with your towel choice and bring your bathroom into the 21st century."	"Canningvale’s new Monaco Zero Twist Yarn Dyed Stitch 6 Piece Towel Set is a classic compilation of two bath towels, two hand towels, two face washers. Designed especially for those starting out, whether it be moving out of home, designing your first home, or for a young family, this 6 piece pack is the perfect option. 
Not only does this pack offer an ideal product combination, it also affords a sophisticated and modern colour palette. Available in 3 yarn dyed stitch colours, including Black and White, Navy and White and Grey and White, the only styling choice you have to make is the subtle yarn stitch colour. Make a statement with your towel choice and bring your bathroom into the 21st century."	1 x Monaco 6 Piece Towel Set - Black Stitch	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Manaco	Monaco		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.709522	1903	
2306	""	100% Cotton. 500gsm;Size: 80cm x 180cm;Expertly crafted to be super soft, absorbent and sand repellent we are sure that you will love your Butterflies beach towel this Summer.  	Canningvale's new Butterflies yarn-dyed cotton velour beach towel is our new favourite retro beach towel. Expertly crafted to be super soft, absorbent and sand repellent we are sure that you will love your Butterflies beach towel this Summer.  	Canningvale's new Butterflies yarn-dyed cotton velour beach towel is our new favourite retro beach towel. Expertly crafted to be super soft, absorbent and sand repellent we are sure that you will love your Butterflies beach towel this Summer.  	1 x Luxury Cotton Velour Beach Towel - Butterflies	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Luxury Cotton Velour	Luxury Cotton Velour		""	""	t	""	""	""	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.710126	1903	
2310	""	100% Cotton;Set Contains: 2 x Bath Towel: 69cm x 137cm, 1 x Hand Towel: 45cm x 65cm, 2 x Face Washer: 33cm x 33cm, 1 x Bath Mat: 60cm x 90cm ;Packed in a set of six for the ultimate in practicality and convenience, the Royal Splendour collection is a true union of style and substance. 	"Packed in a set of six for the ultimate in practicality and convenience, the Royal Splendour collection is a true union of style and substance. The Royal Splendour 6 Piece Towel Set has been designed to suit all families, and contains two bath towels, two face washers, one hand towel and one bath mat - the perfect combination for any bathroom!
When function and style are equal priorities the Royal Splendour Towel Collection measures up to the challenge. The Royal Splendour towel range was first introduced 30 years ago. Over the years here at Canningvale we have been continually improving and fine-tuning the construction of the towel, which has now resulted in a towel collection with maximum durability, style and longevity. There are many decisions to consider when purchasing towels, but if you want to take the guess work out of the equation, look no further than this 6 piece set."	"Packed in a set of six for the ultimate in practicality and convenience, the Royal Splendour collection is a true union of style and substance. The Royal Splendour 6 Piece Towel Set has been designed to suit all families, and contains two bath towels, two face washers, one hand towel and one bath mat - the perfect combination for any bathroom!
When function and style are equal priorities the Royal Splendour Towel Collection measures up to the challenge. The Royal Splendour towel range was first introduced 30 years ago. Over the years here at Canningvale we have been continually improving and fine-tuning the construction of the towel, which has now resulted in a towel collection with maximum durability, style and longevity. There are many decisions to consider when purchasing towels, but if you want to take the guess work out of the equation, look no further than this 6 piece set."	1 x Royal Splendour 6 Piece Pack - White	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Royal Splendour	Royal Splendour		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.956519	1903	
2311	""	100% Cotton;Set Contains: 1 x Bath Towel: 69cm x 137cm, 1 x Hand Towel: 45cm x 65cm, 2 x Face Washer: 33cm x 33cm;Packed in a set of three for the ultimate in practicality and convenience, the Royal Splendour collection is a true union of style and substance. 	"When function and style are equal priorities the Royal Splendour Towel Collection measures up to the challenge. The Royal Splendour towel range was first introduced 30 years ago. Over the years here at Canningvale we have been continually improving and fine-tuning the construction of the towel, which has now resulted in a towel collection with maximum durability, style and longevity. There are many decisions to consider when purchasing towels, but if you want to take the guess work out of the equation, look no further than this 3 piece set.
"	"When function and style are equal priorities the Royal Splendour Towel Collection measures up to the challenge. The Royal Splendour towel range was first introduced 30 years ago. Over the years here at Canningvale we have been continually improving and fine-tuning the construction of the towel, which has now resulted in a towel collection with maximum durability, style and longevity. There are many decisions to consider when purchasing towels, but if you want to take the guess work out of the equation, look no further than this 3 piece set.
"	1 x Royal Splendour 3 Piece Pack - White	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Royal Splendour	Royal Splendour		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:53.975523	1903	
2316	""	100% Cotton. 600gsm;Size: 33cm x 33cm;The Royal Splendour face washers have been designed to have a beautifully soft pile, perfect for those delicate areas around the eyes and mouth. 	You want only the best of the best for your face, so look no further than the Canningvale Royal Splendour face washers. The Royal Splendour face washers have been designed to have a beautifully soft pile, perfect for those delicate areas around the eyes and mouth. Fine lines, wrinkles and over-drying are just some of the problems that can result from rubbing too hard or being too rough with face washing; so we’ve taken some of the worries away with the new Royal Splendour face washer. Engineered to ensure a soft cleanse when you wake up or just before bed, Canningvale has endeavoured to make your face washing routine a considerably more enriching and pleasant experience. We look forward to Royal Splendour being the first thing you reach for at the end of a hard day or the start of a new one.	You want only the best of the best for your face, so look no further than the Canningvale Royal Splendour face washers. The Royal Splendour face washers have been designed to have a beautifully soft pile, perfect for those delicate areas around the eyes and mouth. Fine lines, wrinkles and over-drying are just some of the problems that can result from rubbing too hard or being too rough with face washing; so we’ve taken some of the worries away with the new Royal Splendour face washer. Engineered to ensure a soft cleanse when you wake up or just before bed, Canningvale has endeavoured to make your face washing routine a considerably more enriching and pleasant experience. We look forward to Royal Splendour being the first thing you reach for at the end of a hard day or the start of a new one.	1 x Royal Splendour Face Washer - White	Warm gentle machine wash separately. Pull to shape while wet. Do not wring or soak. Do not bleach. May be tumble dried on low temperature. Cool iron if required. Dry cleanable.	""	Royal Splendour	Royal Splendour		""	""	t	""	""	Keep away from naked flame or direct heat sources	5 years manugacture		None	Thet Lwin Oo	2020-06-14 04:48:54.256518	1903	
